"image","xmin","ymin","xmax","ymax","label"
"000028.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000025.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000026.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000029.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000033.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000030.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000032.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000031.jpg",513.5006044841736,127.66875457763672,951.6717650937867,500.86873626708984,"FingerFrame"
"000034.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000037.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000036.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000038.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000035.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000039.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000043.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000041.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000042.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000040.jpg",488.29077520515824,173.26874542236328,937.2661745310668,480.4687728881836,"FingerFrame"
"000044.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000049.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000045.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000048.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000046.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000047.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000052.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000051.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000050.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000053.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000054.jpg",448.6752637749121,168.4687271118164,906.0539089976553,480.4687728881836,"FingerFrame"
"000055.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000057.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000059.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000058.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000056.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000063.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000060.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000062.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000061.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000064.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000069.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000066.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000068.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000067.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000065.jpg",409.05979813892145,164.86873626708984,871.2403832063305,530.8687362670898,"FingerFrame"
"000070.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000074.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000071.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000072.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000073.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000075.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000078.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000079.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000077.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000076.jpg",393.4537111664713,164.86873626708984,854.4337998241501,548.8687362670898,"FingerFrame"
"000084.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000080.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000081.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000082.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000083.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000086.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000085.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000088.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000087.jpg",415.06214280480657,196.06876373291016,822.0210836752638,520.068717956543,"FingerFrame"
"000089.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000090.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000091.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000093.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000092.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000094.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000095.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000097.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000096.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000099.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000098.jpg",424.6658851113716,203.26874542236328,807.615493112544,502.06871795654297,"FingerFrame"
"000104.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000101.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000102.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000100.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000103.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000108.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000106.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000105.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000107.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000109.jpg",437.8710250586166,199.66875457763672,787.207557883939,485.26879119873047,"FingerFrame"
"000112.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000114.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000111.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000110.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000113.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000119.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000116.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000117.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000115.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000118.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000123.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000121.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000120.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000122.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000124.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000128.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000125.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000126.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000129.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000127.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000131.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000134.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000130.jpg",463.08094592614304,200.86873626708984,799.2122472157093,466.06871795654297,"FingerFrame"
"000132.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000133.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000136.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000139.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000137.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000135.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000138.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000140.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000141.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000143.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000144.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000142.jpg",487.09032458968346,203.26874542236328,783.6061144490035,443.26879119873047,"FingerFrame"
"000147.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000148.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000146.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000145.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000149.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000151.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000150.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000154.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000152.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000153.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000159.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000156.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000157.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000155.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000158.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000163.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000161.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000164.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000160.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000162.jpg",476.28608587338806,217.66875457763672,816.0187390093787,480.4687728881836,"FingerFrame"
"000167.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000166.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000165.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000169.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000168.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000172.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000170.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000171.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000173.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000174.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000179.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000175.jpg",449.87571439038686,202.06876373291016,854.4337998241501,509.26879119873047,"FingerFrame"
"000178.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000176.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000177.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000182.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000183.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000180.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000181.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000184.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000187.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000185.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000186.jpg",428.2672827520516,181.66875457763672,878.4431784876905,530.8687362670898,"FingerFrame"
"000189.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000188.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000190.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000191.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000194.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000192.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000193.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000198.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000196.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000195.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000197.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000199.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000203.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000204.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000201.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000200.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000202.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000209.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000206.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000205.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000207.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000208.jpg",425.86638152110197,167.26874542236328,892.8487690504103,564.4687728881836,"FingerFrame"
"000214.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000210.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000212.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000213.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000211.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000216.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000215.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000217.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000218.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000219.jpg",421.0644874706917,167.26874542236328,926.4619358147714,595.6687545776367,"FingerFrame"
"000224.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000220.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000223.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000222.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000221.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000228.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000227.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000225.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000229.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000226.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000234.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000230.jpg",423.46543449589683,163.66875457763672,963.6764544255568,589.6687545776367,"FingerFrame"
"000233.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000231.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000232.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000238.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000236.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000239.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000235.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000237.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000241.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000244.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000240.jpg",416.26259342028135,163.66875457763672,962.4760038100821,593.2687911987305,"FingerFrame"
"000242.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000243.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000247.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000245.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000249.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000246.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000248.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000251.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000250.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000252.jpg",407.8593475234467,152.86873626708984,978.0820449882767,599.2687911987305,"FingerFrame"
"000253.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000254.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000256.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000259.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000255.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000258.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000257.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000261.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000260.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000264.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000262.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000263.jpg",441.4724684935522,145.66875457763672,927.6623864302462,533.2687911987305,"FingerFrame"
"000268.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000266.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000267.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000269.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000265.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000270.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000272.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000271.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000273.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000274.jpg",437.8710250586166,160.06876373291016,880.84407971864,487.6687545776367,"FingerFrame"
"000278.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000279.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000275.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000277.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000276.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000281.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000280.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000283.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000284.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
"000282.jpg",440.27201787807735,160.06876373291016,868.8393903868698,464.86873626708984,"FingerFrame"
